title,tags,creation_date,username,up_votes,link,p_lang
"Binary, Floats, and Modern Computers",c binary floating-point hardware computer-science,6/6/12 10:19,PRNDL Development Studios,27,https://stackoverflow.com/questions/10916107/binary-floats-and-modern-computers,c
getch and arrow codes,c character decimal arrow-keys getch,5/5/12 11:18,qwertz,27,https://stackoverflow.com/questions/10463201/getch-and-arrow-codes,c
Why does (x += x += 1) evaluate differently in C and Javascript?,javascript c semantics puzzle,1/23/12 17:52,KT.,27,https://stackoverflow.com/questions/8979784/why-does-x-x-1-evaluate-differently-in-c-and-javascript,c
C char* to int conversion,c char int,10/30/12 14:51,Niek,27,https://stackoverflow.com/questions/13145777/c-char-to-int-conversion,c
Why mmap() is faster than sequential IO?,c linux mmap dma,3/22/12 2:04,Lunar Mushrooms,27,https://stackoverflow.com/questions/9817233/why-mmap-is-faster-than-sequential-io,c
Are empty macro definitions allowed in C? How do they behave?,c c-preprocessor,12/15/12 7:29,user1150105,27,https://stackoverflow.com/questions/13892191/are-empty-macro-definitions-allowed-in-c-how-do-they-behave,c
Default case in a switch condition,c,7/3/12 12:35,insane,27,https://stackoverflow.com/questions/11315330/default-case-in-a-switch-condition,c
How can I find the number of elements in an array?,c arrays sizeof,4/23/12 21:30,AndrewP,27,https://stackoverflow.com/questions/10290610/how-can-i-find-the-number-of-elements-in-an-array,c
"How to read a line from stdin, blocking until the newline is found?",c io,9/3/12 13:40,Taymon,27,https://stackoverflow.com/questions/12252103/how-to-read-a-line-from-stdin-blocking-until-the-newline-is-found,c
forward declaration of a struct in C?,c struct declaration forward,4/3/12 14:50,user1128265,27,https://stackoverflow.com/questions/9999512/forward-declaration-of-a-struct-in-c,c
switch case: error: case label does not reduce to an integer constant,c,12/28/12 7:41,Jim Clermonts,27,https://stackoverflow.com/questions/14069737/switch-case-error-case-label-does-not-reduce-to-an-integer-constant,c
== for pointer comparison,c pointers comparison equality,4/3/12 9:23,Saphrosit,27,https://stackoverflow.com/questions/9994202/for-pointer-comparison,c
When do we need #ifdef before #undef?,c++ c coding-style macros undef,1/31/12 22:56,iammilind,27,https://stackoverflow.com/questions/9090536/when-do-we-need-ifdef-before-undef,c
Odd use of curly braces in C,objective-c c initialization structure,1/5/12 10:24,John,27,https://stackoverflow.com/questions/8744967/odd-use-of-curly-braces-in-c,c
Want to compile native Android binary I can run in terminal on the phone,android c gcc android-ndk arm,5/29/12 7:37,Synthetix,27,https://stackoverflow.com/questions/10798357/want-to-compile-native-android-binary-i-can-run-in-terminal-on-the-phone,c
Why this macro is defined as ({ 1; })?,c linux gcc macros linux-kernel,12/18/12 12:31,Yann Droneaud,27,https://stackoverflow.com/questions/13938393/why-this-macro-is-defined-as-1,c
Access camera via OpenMAX in Android,android c android-ndk openmax,3/29/12 14:02,abergmeier,27,https://stackoverflow.com/questions/9930852/access-camera-via-openmax-in-android,c
GCC missing braces around initializer,c gcc gcc-warning,7/18/12 19:42,fred basset,26,https://stackoverflow.com/questions/11551986/gcc-missing-braces-around-initializer,c
Is there a built in swap function in C?,c swap,1/14/12 7:16,user1149207,26,https://stackoverflow.com/questions/8862136/is-there-a-built-in-swap-function-in-c,c
structs in C with initial values,c struct,12/4/12 10:56,Layla,26,https://stackoverflow.com/questions/13706809/structs-in-c-with-initial-values,c
Reading in double values with scanf in c,c scanf conversion-specifier,12/5/12 13:43,user1880009,26,https://stackoverflow.com/questions/13730188/reading-in-double-values-with-scanf-in-c,c
Default parameters in C,c parameters default,2/7/12 18:07,user1128265,26,https://stackoverflow.com/questions/9185429/default-parameters-in-c,c
C11 <thread.h> in GCC?,c gcc c11,1/13/12 20:29,Dervin Thunk,26,https://stackoverflow.com/questions/8859394/c11-thread-h-in-gcc,c
Use of (void) before a function call,c++ c,12/19/12 9:28,const_ref,26,https://stackoverflow.com/questions/13954517/use-of-void-before-a-function-call,c
What the role of libc(glibc) in our linux app?,c linux gnu,7/7/12 2:37,basketballnewbie,26,https://stackoverflow.com/questions/11372872/what-the-role-of-libcglibc-in-our-linux-app,c
In C why do you need a statement after a goto label?,c gcc,3/15/12 22:07,AntonDelprado,26,https://stackoverflow.com/questions/9730893/in-c-why-do-you-need-a-statement-after-a-goto-label,c
Syntax error : missing ';' before 'type',c,11/11/12 17:33,Cosmo D,26,https://stackoverflow.com/questions/13336179/syntax-error-missing-before-type,c
Algorithm to find Lucky Numbers,c algorithm primes,1/26/12 8:16,vgeta,26,https://stackoverflow.com/questions/9018614/algorithm-to-find-lucky-numbers,c
How to use realloc in a function in C,c arrays malloc,12/6/12 11:42,Legendre,26,https://stackoverflow.com/questions/13748338/how-to-use-realloc-in-a-function-in-c,c
there is no heap in c?,c malloc,8/21/12 12:17,user1171901,26,https://stackoverflow.com/questions/12059073/there-is-no-heap-in-c,c
HTTP get Request using C WITHOUT libCurl,c http sockets networking http-headers,6/26/12 9:24,asudhak,26,https://stackoverflow.com/questions/11208299/http-get-request-using-c-without-libcurl,c
Union initialization in C++ and C,c++ c initialization unions c++03,7/19/12 3:16,Alex,26,https://stackoverflow.com/questions/11555702/union-initialization-in-c-and-c,c
Fastest method for screen capturing on Linux,c++ c linux screenshot x11,11/20/12 13:44,lurscher,26,https://stackoverflow.com/questions/13479975/fastest-method-for-screen-capturing-on-linux,c
How can I link with (or work around) two third-party static libraries that define the same symbols?,c++ c linker openssl static-libraries,11/2/12 13:02,rutgersmike,26,https://stackoverflow.com/questions/13199870/how-can-i-link-with-or-work-around-two-third-party-static-libraries-that-defin,c
How to read/write arbitrary bits in C/C++,c++ c memory bit read-write,8/5/12 7:07,dtech,25,https://stackoverflow.com/questions/11815894/how-to-read-write-arbitrary-bits-in-c-c,c
Explain this implementation of malloc from the K&R book,c pointers memory-management malloc,10/31/12 4:45,SexyBeast,25,https://stackoverflow.com/questions/13159564/explain-this-implementation-of-malloc-from-the-kr-book,c
possible to define a function inside a C structure?,c function structure,9/28/12 11:20,DCuser,25,https://stackoverflow.com/questions/12642830/possible-to-define-a-function-inside-a-c-structure,c
Is const a lie? (since const can be cast away),c++ c const,6/5/12 19:57,gliderkite,25,https://stackoverflow.com/questions/10906595/is-const-a-lie-since-const-can-be-cast-away,c
How do I free memory in C?,c memory-management malloc,1/30/12 13:58,andrey,25,https://stackoverflow.com/questions/9069205/how-do-i-free-memory-in-c,c
How are MPI_Scatter and MPI_Gather used from C?,c parallel-processing mpi distributed-computing,12/13/12 15:20,DSF,25,https://stackoverflow.com/questions/13867809/how-are-mpi-scatter-and-mpi-gather-used-from-c,c
Representing EOF in C code?,c character ascii eof,9/12/12 9:39,static_rtti,25,https://stackoverflow.com/questions/12389518/representing-eof-in-c-code,c
Should I stop using OpenCV?,c++ c opencv image-processing computer-vision,5/21/12 15:32,jlengrand,25,https://stackoverflow.com/questions/10691429/should-i-stop-using-opencv,c
Why Was the GObject System Created?,c++ c design gtk gobject,3/17/12 1:10,ApprenticeHacker,25,https://stackoverflow.com/questions/9747468/why-was-the-gobject-system-created,c
"Why int i=400*400/400 gives result 72, is datatype circular?",c++ c types,1/29/12 4:08,Imran Rana,25,https://stackoverflow.com/questions/9052088/why-int-i-400400-400-gives-result-72-is-datatype-circular,c
"undefined reference 'shm_open', already add -lrt flag here",c linux,3/29/12 6:23,bxshi,25,https://stackoverflow.com/questions/9923495/undefined-reference-shm-open-already-add-lrt-flag-here,c
Reading a file located in memory with libavformat,c++ c file libavcodec libavformat,3/7/12 10:48,Tomaka17,25,https://stackoverflow.com/questions/9604633/reading-a-file-located-in-memory-with-libavformat,c
C Program to determine Levels & Size of Cache,c caching,9/25/12 23:38,Jiew Meng,25,https://stackoverflow.com/questions/12594208/c-program-to-determine-levels-size-of-cache,c
Circular shift in c,c,11/8/12 7:48,user1809300,25,https://stackoverflow.com/questions/13289397/circular-shift-in-c,c
Get number of characters read by sscanf?,c string-parsing scanf,11/21/12 17:31,Alexis King,25,https://stackoverflow.com/questions/13503135/get-number-of-characters-read-by-sscanf,c
"error: pasting ""."" and ""red"" does not give a valid preprocessing token",c macros c-preprocessor,11/4/12 1:55,Jack,25,https://stackoverflow.com/questions/13216423/error-pasting-and-red-does-not-give-a-valid-preprocessing-token,c
Why does stdout need explicit flushing when redirected to file?,c linux stdout,12/18/12 7:23,Patrick,25,https://stackoverflow.com/questions/13932932/why-does-stdout-need-explicit-flushing-when-redirected-to-file,c
Python - Best/Cleanest way to define constant lists or dictionarys,python c header constants organized,6/19/12 21:21,TSmith,25,https://stackoverflow.com/questions/11111632/python-best-cleanest-way-to-define-constant-lists-or-dictionarys,c
CMAKE - How to properly copy static library's header file into /usr/include?,c cmake static-libraries,5/7/12 14:38,Miroslav Mares,25,https://stackoverflow.com/questions/10487256/cmake-how-to-properly-copy-static-librarys-header-file-into-usr-include,c
Library to check if two regular expressions are equal/isomorphic,c++ python c regex nfa,3/7/12 13:27,user1255384,25,https://stackoverflow.com/questions/9607062/library-to-check-if-two-regular-expressions-are-equal-isomorphic,c
Is using memcmp on array of int strictly conforming?,c language-lawyer,8/16/12 15:54,jxh,25,https://stackoverflow.com/questions/11994513/is-using-memcmp-on-array-of-int-strictly-conforming,c
c array - warning: format not a string literal,c compiler-warnings,3/14/12 14:05,bigl,24,https://stackoverflow.com/questions/9707569/c-array-warning-format-not-a-string-literal,c
getopt.h: Compiling Linux C-Code in Windows,c visual-studio build command-line-arguments getopt,5/1/12 17:12,theJollySin,24,https://stackoverflow.com/questions/10404448/getopt-h-compiling-linux-c-code-in-windows,c
"Can I skip cmake compiler tests or avoid ""error: unrecognized option '-rdynamic'""",c cmake cross-compiling,5/15/12 6:42,Маша,24,https://stackoverflow.com/questions/10599038/can-i-skip-cmake-compiler-tests-or-avoid-error-unrecognized-option-rdynamic,c
The need for parentheses in macros in C,c macros c-preprocessor parentheses,5/30/12 12:25,Kushal,24,https://stackoverflow.com/questions/10820340/the-need-for-parentheses-in-macros-in-c,c
Dynamic Array in C - Is my understanding of malloc/realloc correct?,c arrays malloc realloc,10/1/12 11:06,Legendre,24,https://stackoverflow.com/questions/12675919/dynamic-array-in-c-is-my-understanding-of-malloc-realloc-correct,c
What does ERESTARTSYS used while writing linux driver?,c linux-kernel linux-device-driver,3/5/12 20:24,dragon who spits fire,24,https://stackoverflow.com/questions/9576604/what-does-erestartsys-used-while-writing-linux-driver,c
Arrow Operator vs. Dot Operator,c pointers structure,4/5/12 17:36,remline,24,https://stackoverflow.com/questions/10036381/arrow-operator-vs-dot-operator,c
Linux: Why is sig_atomic_t typedef'ed to int?,c linux signals,3/7/12 13:01,smcdow,24,https://stackoverflow.com/questions/9606725/linux-why-is-sig-atomic-t-typedefed-to-int,c
Watch a memory range in gdb?,c linux debugging gdb,6/12/12 16:30,iblue,24,https://stackoverflow.com/questions/11004374/watch-a-memory-range-in-gdb,c
Replacing extrordinarily slow pow() function,c fortran libc pow,2/14/12 0:27,tpg2114,24,https://stackoverflow.com/questions/9272155/replacing-extrordinarily-slow-pow-function,c
How do I get the raw Android camera buffer in C using JNI?,java android c camera jni,5/20/12 1:14,Nick,24,https://stackoverflow.com/questions/10670953/how-do-i-get-the-raw-android-camera-buffer-in-c-using-jni,c
How to print the array?,c arrays printing multidimensional-array,3/15/12 15:38,Shankar Kumar,24,https://stackoverflow.com/questions/9726922/how-to-print-the-array,c
"Cost of push vs. mov (stack vs. near memory), and the overhead of function calls",c assembly x86 stack processing-efficiency,10/7/12 2:08,Assad Ebrahim,24,https://stackoverflow.com/questions/12766534/cost-of-push-vs-mov-stack-vs-near-memory-and-the-overhead-of-function-calls,c
Too many fonts when enumerating with EnumFontFamiliesEx function,c++ c windows winapi fonts,6/28/12 18:30,James Johnston,24,https://stackoverflow.com/questions/11253827/too-many-fonts-when-enumerating-with-enumfontfamiliesex-function,c
How to tell GCC that a pointer argument is always double-word-aligned?,c gcc alignment c99,3/7/12 14:57,ysap,24,https://stackoverflow.com/questions/9608171/how-to-tell-gcc-that-a-pointer-argument-is-always-double-word-aligned,c
Invalid application of sizeof to incomplete type with a struct,c struct calloc,1/18/12 13:18,captain,24,https://stackoverflow.com/questions/8915230/invalid-application-of-sizeof-to-incomplete-type-with-a-struct,c
What would be an ideal buffer size?,c++ c io,5/22/12 4:23,baruch,24,https://stackoverflow.com/questions/10698339/what-would-be-an-ideal-buffer-size,c
Is it possible to adopt a process?,c unix parent children process-reaper,5/9/12 12:05,alk,24,https://stackoverflow.com/questions/10519842/is-it-possible-to-adopt-a-process,c
How to compile and run a C/C++ program on the Android system,android c android-ndk,1/2/12 3:30,user1125898,24,https://stackoverflow.com/questions/8698798/how-to-compile-and-run-a-c-c-program-on-the-android-system,c
How are interrupts handled on SMP?,c linux x86-64,4/19/12 15:04,pythonic,24,https://stackoverflow.com/questions/10235011/how-are-interrupts-handled-on-smp,c
